,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,cluster
2,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,10.2171,85,0.631,0.27399999999999997,0.518,0.0,0.08800000000000001,-8.771,0.0303,93.023,4,2
4,Awkward,Ctrl (Deluxe),SZA,2022-06-09,2.966666666666667,78,0.618,0.182,0.474,0.000122,0.10800000000000001,-12.097000000000001,0.0789,119.999,4,2
6,Evergreen (You Didn’t Deserve Me At All),Ivory,Omar Apollo,2022-04-08,3.6113333333333335,88,0.6970000000000001,0.598,0.336,0.00528,0.107,-10.395,0.0424,82.029,3,2
7,august,folklore,Taylor Swift,2020-07-24,4.365366666666667,87,0.532,0.5379999999999999,0.623,7.28e-05,0.0925,-9.208,0.0331,89.93700000000001,4,2
11,Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,2022-06-10,3.4589999999999996,84,0.5820000000000001,0.5770000000000001,0.568,0.0,0.105,-7.3,0.0275,121.991,3,2
12,Another Love,Long Way Down,Tom Odell,2013-09-17,4.072666666666667,73,0.445,0.695,0.537,1.6e-05,0.0941,-8.532,0.04,122.764,4,2
15,ALL MINE,WASTELAND,Brent Faiyaz,2022-07-08,3.601033333333333,81,0.617,0.428,0.37799999999999995,9.159999999999999e-05,0.11,-8.54,0.0315,141.967,4,2
17,Running Up That Hill (A Deal With God) - 2018 Remaster,Hounds of Love (2018 Remaster),Kate Bush,1985-09-16,5.013999999999999,87,0.625,0.659,0.5329999999999999,0.00266,0.0546,-11.902999999999999,0.0596,108.296,4,2
19,ARE WE STILL FRIENDS?,IGOR,"Tyler, The Creator",2019-05-17,4.424666666666667,82,0.21600000000000003,0.128,0.49700000000000005,2.39e-06,0.111,-8.025,0.0371,187.308,3,2
20,All Your'n,Country Squire,Tyler Childers,2019-08-02,3.638,78,0.585,0.408,0.55,3.97e-05,0.115,-7.3420000000000005,0.0255,78.176,4,2
24,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",2017-07-21,3.0064333333333333,85,0.5579999999999999,0.371,0.5589999999999999,7.49e-06,0.109,-9.222000000000001,0.0959,78.558,4,2
35,Al Final,Al Final,Chris Jonex,2022-08-26,2.2568166666666665,80,0.597,0.8440000000000001,0.358,0.0,0.114,-7.946000000000001,0.0277,109.96,4,2
39,Pink + White,Blonde,Frank Ocean,2016-08-20,3.075266666666667,85,0.545,0.667,0.545,5.479999999999999e-05,0.41700000000000004,-7.362,0.107,159.94,3,2
43,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2022-06-24,2.574766666666666,93,0.8809999999999999,0.619,0.5920000000000001,1.32e-05,0.0901,-4.898,0.0324,101.05799999999999,4,2
50,Bad Habit,Bad Habit,Steve Lacy,2022-06-29,3.8685666666666663,93,0.6859999999999999,0.626,0.507,7.509999999999998e-05,0.38299999999999995,-7.097,0.0357,168.955,4,2
60,Bad Habit,Gemini Rights,Steve Lacy,2022-07-15,3.867766666666667,90,0.6859999999999999,0.613,0.494,5.7999999999999994e-05,0.402,-7.093,0.0355,168.946,4,2
61,Buy Dirt,Buy Dirt,Jordan Davis,2021-05-21,2.791333333333333,81,0.586,0.639,0.5589999999999999,0.0,0.0872,-6.725,0.05,177.945,4,2
63,Boyfriend,Boyfriend,Dove Cameron,2022-02-11,2.55,87,0.345,0.23199999999999998,0.612,0.0,0.19399999999999998,-6.542999999999999,0.0608,179.773,3,2
65,Something in the Orange,Something in the Orange,Zach Bryan,2022-04-22,3.8002166666666666,89,0.369,0.555,0.192,8.35e-06,0.0954,-12.151,0.04,175.21200000000002,3,2
70,Beautiful Crazy,This One's for You Too (Deluxe Edition),Luke Combs,2018-06-01,3.22,80,0.551,0.6759999999999999,0.402,0.0,0.0928,-7.431,0.0262,103.31299999999999,4,2
71,HONEST,DIE FOR MY BITCH,Baby Keem,2019-07-19,2.877866666666667,84,0.6759999999999999,0.40299999999999997,0.536,3.37e-05,0.105,-8.79,0.0432,79.03699999999999,4,2
74,TV,Guitar Songs,Billie Eilish,2022-07-21,4.689666666666667,85,0.41200000000000003,0.83,0.23600000000000002,0.006529999999999999,0.147,-15.159,0.0379,140.214,4,2
80,"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,2022-09-08,4.480933333333334,77,0.508,0.897,0.29600000000000004,5e-05,0.11,-10.513,0.0755,82.53200000000001,4,2
84,BEST INTEREST,BEST INTEREST,"Tyler, The Creator",2020-01-25,2.1320166666666664,80,0.596,0.0861,0.575,0.000153,0.33399999999999996,-8.325,0.0514,98.265,3,2
86,When I Was Your Man,Unorthodox Jukebox,Bruno Mars,2012-12-07,3.5637666666666665,87,0.612,0.932,0.28,0.0,0.08800000000000001,-8.648,0.0434,72.795,4,2
89,Happier Than Ever,Happier Than Ever,Billie Eilish,2021-07-30,4.98165,89,0.332,0.767,0.225,0.00349,0.128,-8.697000000000001,0.0348,81.055,3,2
109,The Color Violet,Alone At Prom,Tory Lanez,2021-12-10,3.7744333333333335,85,0.645,0.157,0.534,0.0,0.0863,-10.8,0.0479,105.02,4,2
110,Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,3.4242166666666667,80,0.631,0.657,0.591,0.0,0.11,-5.785,0.0277,97.074,4,2
112,Tennessee Whiskey,Traveller,Chris Stapleton,2015-05-04,4.888216666666667,82,0.392,0.205,0.37,0.0096,0.0821,-10.888,0.0298,48.718,4,2
121,cardigan,folklore,Taylor Swift,2020-07-24,3.9926666666666666,83,0.613,0.537,0.581,0.00034500000000000004,0.25,-8.588,0.0424,130.033,4,2
122,Cover Me Up,Dangerous: The Double Album,Morgan Wallen,2021-01-08,4.8951,79,0.5489999999999999,0.23199999999999998,0.44,7.37e-06,0.107,-8.192,0.0264,128.01,3,2
125,Clouded,Fuck The World,Brent Faiyaz,2020-02-07,1.8354666666666664,81,0.583,0.774,0.344,0.0,0.14300000000000002,-8.765,0.0559,65.203,3,2
127,C U Girl,C U Girl,Steve Lacy,2015-02-15,2.1616166666666667,80,0.414,0.6629999999999999,0.473,0.0523,0.128,-8.911,0.11599999999999999,100.0,4,2
128,Creep,Pablo Honey,Radiohead,1993-02-22,3.977333333333333,86,0.515,0.0097,0.43,0.000133,0.129,-9.935,0.0372,91.844,4,2
130,Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,2020-02-10,2.74285,85,0.485,0.325,0.409,0.0,0.10300000000000001,-10.710999999999999,0.10099999999999999,138.41899999999998,4,2
144,Rockin' Around The Christmas Tree,Merry Christmas From Brenda Lee,Brenda Lee,1964-10-19,2.104433333333333,71,0.589,0.614,0.47200000000000003,0.0,0.505,-8.749,0.0502,67.196,4,2
145,Money,The Dark Side of the Moon,Pink Floyd,1973-03-01,6.380566666666668,74,0.46799999999999997,0.024,0.536,0.00199,0.26899999999999996,-10.422,0.14400000000000002,126.256,1,2
154,dumb dumb,dumb dumb,mazie,2021-07-08,2.0876,72,0.782,0.213,0.479,0.000362,0.0781,-8.385,0.0448,122.07,4,2
156,Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,2.2105,93,0.5710000000000001,0.45299999999999996,0.544,0.00805,0.322,-10.613,0.0299,132.05200000000002,4,2
170,deja vu,SOUR,Olivia Rodrigo,2021-05-21,3.5917666666666666,88,0.442,0.584,0.612,5.7000000000000005e-06,0.37,-7.222,0.11199999999999999,180.917,4,2
176,SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,3.487883333333333,86,0.515,0.544,0.479,0.00598,0.191,-7.457999999999999,0.0261,88.964,4,2
180,drivers license,SOUR,Olivia Rodrigo,2021-05-21,4.03355,88,0.561,0.768,0.431,1.42e-05,0.106,-8.81,0.0578,143.875,4,2
182,We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Lin-Manuel Miranda,2021-11-19,3.602,81,0.5770000000000001,0.35700000000000004,0.45,0.0,0.111,-8.516,0.0834,205.863,4,2
183,Daylight,Harry's House,Harry Styles,2022-05-20,2.7422166666666667,84,0.6859999999999999,0.484,0.445,0.00144,0.175,-7.189,0.0398,145.5,3,2
188,How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Various Artists,2016-11-18,2.7231,74,0.5710000000000001,0.649,0.307,0.0,0.17800000000000002,-10.958,0.0499,83.72,4,2
193,This Is Halloween,Nightmare Before Christmas Special Edition,Various Artists,2006-01-01,3.2760000000000002,73,0.569,0.768,0.508,0.0,0.145,-12.823,0.0502,167.62400000000002,4,2
197,"Hakuna Matata - From ""The Lion King""/Soundtrack",The Lion King,Various Artists,1994-01-01,3.56,73,0.408,0.617,0.313,1.18e-05,0.115,-18.09,0.13699999999999998,170.013,4,2
205,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985-02-25,4.191466666666667,88,0.645,0.34700000000000003,0.795,0.00389,0.10400000000000001,-12.095,0.0527,112.06700000000001,4,2
208,Everybody Dies In Their Nightmares,17,XXXTENTACION,2017-08-25,1.5911,85,0.7340000000000001,0.847,0.57,2.14e-05,0.11199999999999999,-7.066,0.133,129.953,4,2
211,EARFQUAKE,IGOR,"Tyler, The Creator",2019-05-17,3.1677666666666666,82,0.5539999999999999,0.23,0.498,5.98e-06,0.795,-8.866,0.0685,79.635,4,2
226,Jugaste y Sufrí,Corta Venas,Eslabon Armado,2020-12-18,4.586566666666666,82,0.39,0.632,0.499,0.0004969999999999999,0.115,-7.778,0.0381,200.15599999999998,1,2
230,Está Dañada,Alma Vacía,Ivan Cornejo,2021-08-20,3.5691333333333333,77,0.405,0.38,0.565,0.0195,0.107,-9.266,0.0372,159.892,3,2
231,El Rescate,El Rescate,Grupo Marca Registrada,2022-07-22,2.6816166666666668,87,0.794,0.28300000000000003,0.594,0.000381,0.109,-8.698,0.139,99.238,3,2
238,Está Dañado,Dañado,Ivan Cornejo,2022-06-02,3.3532333333333333,75,0.578,0.501,0.45899999999999996,1.86e-05,0.14300000000000002,-11.937999999999999,0.040999999999999995,160.065,3,2
242,Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,3.24355,79,0.525,0.107,0.433,0.0,0.135,-10.597999999999999,0.185,160.108,4,2
264,Feathered Indians,Purgatory,Tyler Childers,2017-08-04,3.7491,79,0.536,0.75,0.574,0.00277,0.105,-6.705,0.0254,87.194,4,2
270,favorite crime,SOUR,Olivia Rodrigo,2021-05-21,2.544433333333333,85,0.369,0.866,0.272,0.0,0.147,-10.497,0.0364,172.929,4,2
272,For the First Time,This Old Dog,Mac DeMarco,2017-05-05,3.0384333333333333,82,0.551,0.29600000000000004,0.529,0.0093,0.17800000000000002,-10.469000000000001,0.0517,75.515,4,2
273,Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,2.9619999999999997,90,0.539,0.727,0.508,0.0,0.174,-6.05,0.0288,101.35799999999999,3,2
284,Family Line,Superache,Conan Gray,2022-06-24,3.601566666666667,81,0.326,0.619,0.397,0.0,0.0979,-8.145,0.0461,153.713,3,2
290,Flower Shops (feat. Morgan Wallen),Flower Shops (feat. Morgan Wallen),ERNEST,2021-12-31,3.5734166666666667,75,0.527,0.11800000000000001,0.461,0.0,0.0831,-5.9079999999999995,0.0269,128.153,3,2
291,Falling,Fine Line,Harry Styles,2019-12-13,4.0022166666666665,85,0.5670000000000001,0.8390000000000001,0.267,1.46e-06,0.08900000000000001,-6.502000000000001,0.0299,110.01100000000001,4,2
294,Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,2022-01-05,2.9224,82,0.56,0.618,0.473,0.0,0.31,-7.23,0.0533,109.414,4,2
297,Sparks,Parachutes,Coldplay,2000-07-10,3.784883333333333,87,0.371,0.748,0.268,0.0517,0.10400000000000001,-10.505999999999998,0.0281,102.617,3,2
300,Glimpse of Us,Glimpse of Us,Joji,2022-06-10,3.890933333333333,95,0.44,0.8909999999999999,0.317,4.78e-06,0.141,-9.258,0.0531,169.91400000000002,3,2
308,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",GOD DID,DJ Khaled,2022-08-26,8.3608,77,0.42,0.092,0.725,0.0,0.18,-4.262,0.223,77.941,1,2
309,Good Days,Good Days,SZA,2020-12-25,4.6534,83,0.436,0.499,0.655,8.1e-06,0.688,-8.37,0.0583,121.00200000000001,4,2
319,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,2017-08-25,4.636316666666667,81,0.6579999999999999,0.42200000000000004,0.294,5.2000000000000004e-05,0.0749,-8.533,0.0321,74.038,4,2
336,"GONE, GONE / THANK YOU",IGOR,"Tyler, The Creator",2019-05-17,6.256433333333334,79,0.518,0.21600000000000003,0.49200000000000005,0.0012,0.146,-8.436,0.193,78.848,4,2
339,Good Looking,Good Looking,Suki Waterhouse,2017-10-20,3.58,81,0.377,0.0789,0.5579999999999999,0.000342,0.125,-9.076,0.0299,149.971,3,2
343,Girl With The Tattoo Enter.lewd,All I Want Is You,Miguel,2010-11-26,1.71355,78,0.37200000000000005,0.856,0.239,0.000175,0.168,-11.314,0.0296,113.45100000000001,4,2
345,Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,1977,5.056216666666667,81,0.38799999999999996,0.652,0.33799999999999997,3.73e-06,0.248,-10.054,0.0329,177.765,4,2
349,Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,2018-10-19,3.7062333333333335,80,0.6559999999999999,0.44299999999999995,0.43200000000000005,0.0,0.132,-9.481,0.217,97.022,4,2
352,Hotel,Hotel,Montell Fish,2022-09-16,3.288883333333333,86,0.228,0.752,0.42700000000000005,0.0167,0.5920000000000001,-8.738999999999999,0.0363,180.345,4,2
355,Heat Waves,Dreamland,Glass Animals,2020-08-07,3.980083333333333,84,0.7609999999999999,0.44,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4,2
361,Heather,Kid Krow,Conan Gray,2020-03-20,3.300666666666667,88,0.35700000000000004,0.584,0.425,0.0,0.322,-7.301,0.0333,102.07799999999999,3,2
366,Heading South,Heading South,Zach Bryan,2019-09-30,2.861533333333333,79,0.68,0.7829999999999999,0.24600000000000002,0.0,0.106,-14.112,0.057999999999999996,110.23,4,2
369,Hope,?,XXXTENTACION,2018-03-16,1.8481,86,0.5920000000000001,0.6609999999999999,0.457,0.000331,0.146,-6.081,0.0603,146.04,4,2
378,Heartbreak Anniversary,TAKE TIME,Giveon,2020-03-27,3.3061666666666665,85,0.449,0.524,0.465,1.02e-06,0.303,-8.964,0.0791,89.087,3,2
381,happier,SOUR,Olivia Rodrigo,2021-05-21,2.9322166666666667,86,0.395,0.765,0.44299999999999995,9.67e-06,0.0839,-9.72,0.133,168.924,3,2
382,Hey There Delilah,All That We Needed,Plain White T's,2005-01-01,3.87555,81,0.6559999999999999,0.872,0.29100000000000004,0.0,0.114,-10.572000000000001,0.0293,103.971,4,2
392,Headlines,Take Care (Deluxe),Drake,2011-11-15,3.9331,78,0.636,0.365,0.5660000000000001,0.00035299999999999996,0.0917,-7.16,0.106,151.894,4,2
405,I Love You So,I Love You So,The Walters,2014-11-28,2.67065,89,0.575,0.583,0.648,0.0,0.115,-4.891,0.0358,75.977,4,2
410,I Wanna Be Yours,AM,Arctic Monkeys,2013-09-09,3.065933333333333,92,0.46399999999999997,0.136,0.41700000000000004,0.022000000000000002,0.0974,-9.345,0.0256,67.528,4,2
413,I Wonder,Graduation,Kanye West,2007-09-11,4.057333333333333,82,0.542,0.141,0.466,0.00044500000000000003,0.125,-8.665,0.0831,191.385,4,2
419,Ivy,Blonde,Frank Ocean,2016-08-20,4.153183333333334,82,0.575,0.785,0.386,0.00028900000000000003,0.22899999999999998,-9.584,0.037000000000000005,116.40799999999999,4,2
422,I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,3.9886,89,0.677,0.529,0.485,2.0399999999999998e-05,0.0766,-5.795,0.0361,82.001,4,2
424,Infrunami,The Lo-Fis,Steve Lacy,2020-12-04,2.9721333333333333,79,0.826,0.31,0.299,0.0952,0.0758,-7.721,0.0446,97.012,4,2
425,I See Red,I See Red,Everybody Loves an Outlaw,2018-10-31,3.84355,77,0.509,0.00713,0.44799999999999995,0.0137,0.244,-7.5520000000000005,0.0357,156.909,3,2
433,I Can't Handle Change,I Can't Handle Change,Roar,2010-03-14,3.30355,81,0.247,0.0447,0.43799999999999994,0.000867,0.111,-8.478,0.0358,185.71099999999998,3,2
436,I Hate U,I Hate U,SZA,2021-12-03,2.9,80,0.535,0.507,0.38799999999999996,0.0,0.11,-9.805,0.155,106.70299999999999,5,2
451,J.,Dañado,Ivan Cornejo,2022-06-02,3.9102166666666665,80,0.408,0.6659999999999999,0.47,5.44e-05,0.0926,-10.149,0.0893,51.66,4,2
455,JGL,JGL,La Adictiva,2022-02-18,2.634883333333333,86,0.7020000000000001,0.55,0.586,0.0,0.27,-5.317,0.11800000000000001,112.852,4,2
458,Jolene,Jolene,Dolly Parton,1974-02-04,2.6922166666666665,74,0.674,0.5660000000000001,0.537,0.0,0.131,-10.970999999999998,0.0363,110.57799999999999,4,2
463,Just the Two of Us (feat. Bill Withers),Anthology,"Grover Washington, Jr.",1985,7.3082166666666675,78,0.7490000000000001,0.41,0.49700000000000005,0.0499,0.0504,-12.609000000000002,0.105,95.818,4,2
468,July,THE END OF EVERYTHING,Noah Cyrus,2020-05-15,2.601766666666667,81,0.708,0.868,0.18600000000000003,0.0,0.0779,-8.953,0.042,72.541,4,2
473,Japanese Denim,Get You - Single,Daniel Caesar,2016-10-21,4.5141,79,0.7070000000000001,0.0905,0.23800000000000002,2.42e-06,0.0842,-8.818,0.0379,124.156,3,2
479,Don't Think Jesus,Don't Think Jesus,Morgan Wallen,2022-04-15,3.7829166666666665,76,0.578,0.469,0.431,0.0,0.13699999999999998,-7.034,0.0269,116.979,3,2
489,Jungle,If You're Reading This It's Too Late,Drake,2015-02-12,5.34,75,0.6970000000000001,0.62,0.235,0.000144,0.107,-8.651,0.0534,99.947,4,2
495,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,3.99725,86,0.511,0.349,0.5660000000000001,0.0,0.34,-7.23,0.2,83.90299999999999,4,2
499,She Likes It (feat. Jake Scott),She Likes It (feat. Jake Scott),Russell Dickerson,2021-11-05,2.72185,77,0.79,0.509,0.325,0.0,0.155,-11.689,0.127,126.87700000000001,4,2
508,Keep Driving,Harry's House,Harry Styles,2022-05-20,2.33735,82,0.721,0.321,0.479,0.00156,0.182,-9.669,0.226,164.94799999999998,3,2
511,Kilby Girl,When We Were Friends,The Backseat Lovers,2019-01-27,4.703416666666667,78,0.32899999999999996,0.0578,0.444,0.0352,0.113,-9.972999999999999,0.0417,162.279,4,2
521,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,3.3364166666666666,89,0.35100000000000003,0.934,0.29600000000000004,0.0,0.095,-10.109,0.0333,115.28399999999999,4,2
527,Kingston,Atlanta Millionaires Club,Faye Webster,2019-05-24,3.37755,75,0.73,0.154,0.355,0.00155,0.11699999999999999,-9.13,0.0359,142.143,4,2
